text,label,sentiment
is amazing you should go check him out and follow him all my friends love him look for him on youtube,2,positive
the are truly back and freaking awesome as usual,2,positive
it's raining fucking harrrrrd,0,negative
u funny shaa na so dem dey suspend account person wey don deactivate he account,2,positive
the office opens at 8am,1,neutral
thanks and yes this song is for those who have suffered loss and for survivors,2,positive
swipe geo print asymmetric jumper color brown price n dm to order whatsapp shakarashop online shop wen sabi you sef go dey do shakara warri,0,negative
de don na today today i must win your giveaway ive gone to the highest mountain to pray im a graphics designer,0,negative
my doggie's not eating this has never happened in the history of this dog's life,0,negative
happy mothers day to heidi klum,2,positive
you deserve it enjoy the fact that you didn't break a nail gives you some superhero status btw smooch,2,positive
it's brainfried deadline time dazed unfocused a bit of an outofbody experience 21 years ago i would have paid to feel this way,2,positive
the woman fit tiff person boyfriend o,2,positive
thanks for sharing colin you'll have to tell us what is inside the bag when the day arrives xx,2,positive
lmao na monthly subscription hin dey on,1,neutral
mornin every1 hope all is well i'm your worlds i'm not sure why i'm at work at 745 this mornin but i guess its not all bad,2,positive
you go market to buy beef butcher go cut am like say na you suffer pass for this country by the time you steam am finish e go dey like sweet candy,2,positive
todaaaaay let's show nottingham how things are done,2,positive
you can do it de my chan,2,positive
wetin dem dey talk now be say no be live broadcast,1,neutral
new phone tattoo on monday woo just had tea yummy,2,positive
tucking into a nice bowl of crunchy nut bites,2,positive
lmao you don too see am for your comment sectionna make,1,neutral
another flat bike tire washed amp waxed the car instead,0,negative
time to do some strategic planning and proposal writingyikes i must say my goodbyes for nowmaybe,0,negative
i miss my baby,0,negative
blogher is a conference in chicago in july for bloggers sold out,0,negative
we seem to be in 'puppy visit' season now an early visit by me can save you time money and heart ache later on,2,positive
i don't wannnaaaaa do more,0,negative
good morning tweople i am looking forward to yet another day of sharepoint writing and research,2,positive
going to watch up 830,2,positive
na you dey cheat na me dey beg make una check am o nwanne see as dey rush one maltina per person at icons concert success come be your hobby hobby o oya wait haters fvck you hold me before i killy person o arrest me yeah,2,positive
lmao craving sea food pasta from lmao which kain wahala be this im far off in anambra rn but im craving something in lagos,2,positive
mourniiiiiiing eh morniiing,2,positive
my last day is tmrw going to miss everyone won't be here for grad,0,negative
and as an output currently you can only export screenshots of a page or all pages i'm working on something better,2,positive
i win in your face thanks for playing,2,positive
i always though a dry delivery was something to aspire to well done and thanks for birthday wishes,2,positive
lol i thought the same first i wondered if it was someone doing a prank but it was a real guy i had no camera,0,negative
lol im trying to be too but for basktball but idk i like it sometimes lol,0,negative
na only moyo i see for my houseparty profile please me add me up where the party de happen im so bored,2,positive
ok na th be like say i don dey alryt small,2,positive
u sef de look,1,neutral
de gea that free kick was like that dude said wait hol up yoh degea hold ma beer im crying now my wey i for use go buka chop just waste this afternoon so manu don collect,2,positive
great day yesterday stuck in work today,0,negative
so will i team draco whoooh,0,negative
if you be wetin you for do i sha pray the guy does the right thing which is making sure those girls are properly dealt with with the law shae una wan drag,0,negative
you dey mind them we dey envy everything for ja like now i suppose dey tell them shey de suffer light pass me tho i know one mumu amongst them would still say we no suffer reach them,2,positive
right i hate making decisions are we going to lunch today call you in 10,2,positive
i miss the sf fog watching it roll in when you have nothing to do yeah baby,0,negative
ceemoon hir new,2,positive
traditional marriage abi na court wedding una wan do,1,neutral
n e w d e c a d e happy pals abuja nigeria,2,positive
who said mondays are bad my feet haven't touched the ground all day,2,positive
fine girl if you wan get bike dey comot from house around or am i did not subscribe for this stress abeg,2,positive
i love the new marilyn manson album so much,2,positive
on my way to ngurah rai international airport thanks for the great 3 days bali,2,positive
kai fine boys like us we we no dey too look for women like that na dem dey rush us,1,neutral
kai for wer abeghmmm lv dem joh anything wey sweet no good for poor man body for dis country,2,positive
starting to wonder if my future landlord is crazy or prejudice against americans this may not end well,0,negative
ughi need some allergy meds asap,0,negative
i dey vex say them scam my guy you dey tell me say your name na jenifer happy birthday quennyjoe more life cc thysquarenation ft and quennyjoe delascollections,1,neutral
na so we comot wedding wey we no chop wedding rice thank god for the igbo food vendor down the street all the way from akure to lagos no wedding rice to eat,2,positive
2 days no internet 2 cor 57,0,negative
best wishes mr house,0,negative
leaving for work,0,negative
someone told me if you stop getting nervous when presenting then your presentation isn't fresh,2,positive
i am at the airport in maui getting ready to board my flight home not very happy right now,0,negative
first time all year i came home and did all my homework i'm kinda proud of myself,2,positive
lol na pipu wey no get money dey sleep pass ooo,2,positive
alrighti already miss wifi toggle concerning 30,0,negative
tmi i just ate spaghetti and my stomach is not happy do not want to throw that up been there done that and it's gross and stringy,0,negative
im sorry this is the last day of my twitter love you guys always,0,negative
am a little gangster wit de best star u can test if u r wit tester visits,0,negative
you mean we are aloud to have day's to our selves i'm missing out,0,negative
omg hope that this is not true it'll suck if it is,0,negative
please get well soon,0,negative
una see the sequence dem dey share am,1,neutral
allah ya isa auto refresh i just saw something and was about viewing profile now i no fit see am again,2,positive
at last they ended together,2,positive
eheeeen so this na man utd bank sef and i didnt know before now me im a proud city fan and i dont associate myself with anything man u same reason i stopped patronizing chivita time to change bank,2,positive
i don't wanna go to work today,0,negative
headed to bed i don't wanna leave ny i need a plan b bcuz leaving isn't working for mehmm cld i work remotely all week prob not,0,negative
lord am grateful na my song white woman they vibe to like say she dey with me for studio when i dey record the song believe in your self and never let any body tell you that you can not do itgod is with you,0,negative
for whatever reason u are angry with me na only god fit give u peace o cus rai naw im broke spent stressed frustrated and angry at everything n everyone including you sef na all of us dey frustrate laidis ko bo she nshe e siwaju my friend,2,positive
who has a high end phone to sell for cheap na,1,neutral
uriel don strt wit englishsha go n eat d disgusting food n vomit well cos u don dey practise since,2,positive
e don tay wey i don dey crush on this fine woman not knowing shes a fellow red i knew we had a connection nb pls dont sub,0,negative
stressed but only some days left in schooli don't have energy no more,0,negative
but i can't haz timmies nice to know they are always fresh though stale coffee is bad times,0,negative
has never dashed out any money less than k before na why wont i be angry he will just come gbam like say k na naira im angry mtchee,2,positive
tie game again,0,negative
i still haven't figured out what to do with them sadly so it'll take some more research before i know what's what,0,negative
received the letter from school and it says that exam timetable will be strictly adhered to upset,0,negative
trying to get my boyfriend up so we can gooo,0,negative
what course did you study public health technology ahna una dey chop money for this country,0,negative
oi haha shhhhhh not so loud don't want people to know what's cooking under the hood,2,positive
did you know he was born in san antonio,2,positive
a time to be alive followed me back then the oga not only followed back but i heard his voice see ehn e get as body dey do me thank you so much for call oga you pa don dey get level oh thank you,0,negative
e don press p,1,neutral
i feel sick s my head is aching and i'm coughing every minute,0,negative
i really want 2 watch the tony awards unfortunately i won't b able 2 does anybody know if u can watch them live on ur blackberry,0,negative
i love california's crazy ass drivers because they drive just like me haha heading back to newport home sweet home away from home,2,positive
thank you i don't know if really understands the magnitude of regular maintenance of the locks,2,positive
but honestly the hype on this virus is too much more than the virus itself but guess what im a nigerian im safe i survived ebola i survived lassar ill survive corona too the same speed wey e use come na im e go use go no world is ending,0,negative
i sew fat tt i should just shoot myself cause i can't fit into any dresses,0,negative
lmao not me oooo i be bassa age tag na him people well well na god save am sef say we send am go school,0,negative
ohh you better not dissapoint us no pressure there haha do great this disco week hmm you always are i believe,2,positive
for a couple of minutes tonight there was chant and it was music,2,positive
fail again new comment on quotselecting any tags shows error 'no bookmarks tagged tag name'quot,0,negative
happy bday backstreeetshope you go for many many moreethank you for ur amazing music,2,positive
surgery effin hurts,0,negative
kai this gala matter pain me pass the dstv thing sef so this guy just use style call lagosians in traffic pigs,2,positive
no the music's gone again,0,negative
leverluti0n yay more rain less work,0,negative
hahah you know you loved the hannah montana movie it was aweesome,2,positive
lucky bastard i can't study for shit man,0,negative
no b me dey do na na support i dey support oh,0,negative
i want to eat mangoes amp pizza i miss pizza,0,negative
boss na so i dey play am oo but i dey lose wellamultiple tickets n in different places normally nobody go collect this kind ticket for my hand risk am,2,positive
wish someone would send me a nice boobs pic to lighten up my saturday,0,negative
it's my birthday but i feel this is an ordinary day,0,negative
you wey dey find the pitty tell odogwu say we like to party obo abeg locate me oh i no go give up,0,negative
wife just left on a motorcycle ride i still need to get my washington plates so i am at home drat,0,negative
driving home from irvine mari's class was amaaaaaaazing but guess wat soar again maybe i shoule give my body a break na,2,positive
watchin tv n doin my math homework then desperate housewives wit my momma lt3,0,negative
have a safe trip desti and have lots of fun hope you can tweet us a lot and give 4700 kisses from us,2,positive
if u are in a relationship with last born love dem cherish dem n advice dem because dos people no get sense,0,negative
hehe my guy hustle o dem no dey chop fine boy again,0,negative
i grew up with a siberian husky spoiled me for life love the name valentino,2,positive
i changed my plans and not going to wpc anymore,0,negative
baba you dey vex oo but truly wetin she bi want make we help her do beat the boyfriend,2,positive
this same pepe wey dey do anyhow against man u see now ehn the defeat kon dey pepper me ehn like say e just happen,2,positive
got let out off college early today finished at 1 home for 130 tennis on at 132 now this is more like it,2,positive
good night v,2,positive
ppl you must eat at sumo salad in the city my bro jus bought the business and its sick oh they need staff 2 k get to it ey love x,2,positive
great prob would be better if you were here,2,positive
i should hope so you spent long enough researching that that thing i wish you many years of happiness together,2,positive
i wan comot teeth,1,neutral
after you pour out your feelings and the babe no reciprocate na to just go audiomack or spotify go jam one mad playlist on top bed for big brother house you no fit jam up you go just dey see the babe every minute tears,1,neutral
i'm not sure how old 5 years it's me friend'sno pic tho,0,negative
haha na god my guy make we never too loud am pay day dey come and those things we see today na chaiss na me tell you,0,negative
i spend k on transport every month my work no dey heaven oo na lagos i dey work,2,positive
damnnnn it just kidding hahahaha,2,positive
some basic things stay blowing my girls mind cos shes taking in all the love i really hope i dont kill her when i start my next level plans for cos shocked to death mio le shey ewon tori surprise o na surprise i surprise am i no wan kill am,0,negative
lemonade amp ciroc thanks,2,positive
my friendship i say insult follow the last money wey i receive to think when i was giving it na so so thank you god bless you see am now the money don useless kai,2,positive
biology test tomorrow important test i'm sure i'll get a bad bad d again i need a b or a a i would love a c though,0,negative
tomorrow th october makes it one month won the grand prize you don dey chop the money or you wan invest am i fit help you double am oh,0,negative
can't understand how this work's lol can any1 pls email me at fem7177comau thanx,2,positive
i like twitterfon tweetdeck crashes all the time,0,negative
yeahh that would be pretty awesome,2,positive
good news not as sore as expected from yoga class bad news have started chewing on tongue again in my sleep,0,negative
not played kotor so can't comment i would agree the game is a bit superficial in places though story is excellent,2,positive
dreamt last night mommy told me that daddy wasn't my daddy why are my nightmares more disturbing than scary,0,negative
nigerian bike men and the way they force convos my ear don block dis man is actually telling me the story of his life i don nod head like times bayi,0,negative
hmm wonder y i can't send msgs and can't call,0,negative
na dat one even still dey suprise me as i dey pious n peaceful so,0,negative
i'm so glad i got to sleep in prom was incredible,2,positive
ok gonna try and go back to sleep no more creepy dreams please,0,negative
to all the mothers whose day may not be so happy god loves you tlc waterfalls,0,negative
on my way to irvine,2,positive
i can't find my head,0,negative
my bed is calling alsoand i am fixing to answer,2,positive
shut up im tired of talkin to your stupid ass go read my status and let it soak in to your sad ass,2,positive
i dey give this guy michael jackson view this video just proved otherwise nigga be sounding like chibuzo wey dey sell provision see igbotic intonation,2,positive
our last born name na ilias but people dey call am iliyasu na my name fine pass habeebllah,0,negative
se una no go return my money before i dash una something else spiritually abi both capital and interest i didnt see anything e go contribute small for my school fee oo is like you people wanna craze and you will see it,2,positive
lmao dah woman wey sey i no carrim come dem dey forget pos,1,neutral
dangote wetin dey sup,1,neutral
have to say goodbye and say my sorry's to a great buyer,0,negative
ok i must get used to it but it's really hard xx,0,negative
i fail for not bringing my pop bottle for discount refills just,0,negative
thats a little annoying ssms addin works in 2005 not 2008,0,negative
abuja fun spots wey dey get hefty bouncers die abeg we need you to speak to your staff to support us with their strength,0,negative
you wait i'll see i'm surfing the web sifting through threads wish i read farsi though,0,negative
yeah i got excited by seeing that changelog then was bitterly disappointed there's no push notifications for facebook,0,negative
me sef need the link,1,neutral
omo if na you wetin you go do,1,neutral
im even trying to understand the thread be like say people dey die in that house from way back abeg o mi o se big brother saran,2,positive
totally left the house without my camera battery,0,negative
person wey we meet that year i even give am k to settle security as baba no hold cash for hand when he won dey move thinking sey na investment till tomorrow otedola dey owe me k,0,negative
oh i hadn't seen glbt bookshelf before looks like a great resource for finding new books to enjoy,2,positive
at railway mall's coffee bean with fawn amp val,2,positive
village people at work faaa if you laugh na hellfire straight lagos island,2,positive
lynn dun quototterquot castle just brings bad bad memories need bit more info about this one,2,positive
fine boy no dey vex right madam abeg decide already and stop stressing somebodys son,2,positive
woman wey sabi,0,negative
guyy na so we dey see am oh,1,neutral
i think the mulch fairy missed our house this year,2,positive
biggest congratulations balloon ever i need to finish school forever more often,2,positive
takin dog 4 a walk nic ad really bad daynite due 2 infection tabs worked she is now sleepin,2,positive
that movie was awesome hotrod is that dude this movie was sad too,0,negative
the tonight show w conan was awesome i missed that tall pale redheaded man,2,positive
it's lovely outtttttttt won't last long though supposed to get worst storms of the year tonight amp probably tornados,0,negative
you don madt bro,0,negative
really wish i had 3000 spare for invisible braces my wonky teeth are pissing me off,0,negative
dear liverpool fc why is it that every transfer window we must cry and beg you guys to do the needful this our current squad is ageing already una dy test my loyalty oo abi transfer window don close for anfield make una sign players before one or two go happen,2,positive
just talked to wes hayden fromthe bachelorette he thinks i hate him haha wes you are not old or ugly you're awesome,2,positive
e be like say dem don close,1,neutral
aww i'm sry for your dad,0,negative
nu bet protams,2,positive
but wait oo abeg davido no vez na true say you fight with burna boy or na rumor,0,negative
happy monday we stopped by paws yesterday and found a beautiful female 2yr old husky we want to adopt sooo bad i pray we can get her,2,positive
he came out with a cd not long ago and his song trading places haha i went to his ladys only concert he's still my,2,positive
na dere dem go see u,1,neutral
why these players no ready to score bayiii make all the chances wey dem no use no con koba us bayioo,2,positive
gah musical instruments too many buuuuurn them i am tired of carrying them,0,negative
i may have found somebody who would want one of my cats and now i'm sad,0,negative
wey my akwuzu people e get one woman wey dey sell better stew n big meat for akwuzu junction anybody tasted her food already im missing it,0,negative
reading my bible,2,positive
tomorrow i have security training all day,2,positive
na man wey dey reason dey scratch bear bear,1,neutral
summat to make your laugh today,2,positive
wahala be like nigeria e dey paint pesin black,2,positive
just added two new flyers to the portfolio click the quotprintquot tab,2,positive
haha thanks esther,2,positive
you're welcome if you're not going to do something fun and interesting you might as well do work,2,positive
friends tomorrow we wil rock the club d,2,positive
worked out major today my bodey is sick taking him to the vet tomorrow going to the movies wbrendan,0,negative
he be like say i no go dey enter this justrite wey dey my area again na soap i one go buy how my hand go carry wristwatch i no sabi i don pay finish before the charm clear for my eyes,2,positive
bruh na just point we need if dem no fit win those guys are frustrating aswear,1,neutral
you never tried my soy cherry chocolate chip frozen yogurt it's so gooood,0,negative
i think it's more of a respitiry infection,0,negative
abeg na wetin be the title of the jam,1,neutral
david started basic wednesday and they took his phone for who knows how long missing his voice and his kisses,0,negative
na boredom dey make person dance for midnight sleep sef no com gree come i have dance body fat out somebody help me,0,negative
read this with keen interest thinking its going to make sense at the end wetin be this,2,positive
is craving for macha chocolate cake,0,negative
has to concentrate on her finals and stop exploring twitter,0,negative
i price for oliha today dem say the ones there people wey dey slay don book them,1,neutral
good morning khaddiesians just because its wednesday and we gats to have fun p s abeg enter my store to helep me buy wetin i dey sell,0,negative
relapsinggg fuckkk i wannalive somwhere far away from him,0,negative
my gender and wahala wahala for who be nurseyou go turn nurse doctor consultant all at same time stop doing if you are not ready or better still take precautions na you people wee now be acting surprised o wrong now mtcheew,0,negative
i have got such a sore stomach at home sulking,0,negative
e don dey heavy abi grease am with oil make e soft,1,neutral
oh glad to hear about your friends i'm glad they're back safely,2,positive
wen all is done i wil let u knw i hear say u marry wit two pikins ko,0,negative
coach shay you will enter and play the rest you just dey say calm down since and dem dey flog me,2,positive
is so pumped 30 minutes left at work and captain americas tonight,2,positive
says eat nah lahat ng lunch ukie dont skip,2,positive
the kind body heating wey dis geh gimme for bus now ehn unto say i look like snow white shey na my fault,2,positive
i really dont even know but you fit send your sister small bar make i fit chop tomorrow,2,positive
clean and listen to the song turn it up,2,positive
person wey him carry don go still dey enter worldwide chart wey ur fave no see enter jokes on u,2,positive
this guy i was thinking about you today like e tey wey i see your tweet alfa,0,negative
lol you sef don pass boundary dem say make you no touch anything but you disobeyed,2,positive
a lovely monday to you as well nice to see you here we have such a wonderful group of friends so glad to have met you all,2,positive
try jello and gatorade that always helps me hope you feel better,2,positive
i forgot you can tweet through ubiquity tangli,2,positive
is in business studies so so so so happy its friday yeyyyyyyyyy but not so happy about the terrible rain x x x x,0,negative
not sure about what vacation actually but i wanna be prepared d exam week,0,negative
na wa for this season oh wetin dey happen,2,positive
and the power comes back on when i had fallen asleep,0,negative
lol i rather b anywhere but home cleaning,0,negative
1600 in 6 daysim dissapointed not gone cut it b,0,negative
the bike i enter today was cleaning his white shirt and face while driving on an untarred road baba knows dat his shirt will turn brown but ma own life e wan put dangeromo ale werwey re o i felt like given him hot slap from behind but a spirit calmed me down,1,neutral
sounds ok deal time is good would be cheaper then driving or about the same,2,positive
i know i am working on a couple of posts i always start and never finish will be better next week,0,negative
great looking forward to the apprentice final,2,positive
hello is this how mikel or the entire gonna bring back the world to the this one wey dem jus dey fall fall for ground where dem confidence dey na na like this dem wan take face iceland,1,neutral
i like quirky names like avery or elliott or oliverbut that's just me,2,positive
i am still sick agh no fun,0,negative
everybody mary and martha me abeg where e dey i never find the real story since,1,neutral
whyyyyyyyyyyyyyyyyyyyyyyyy did i dream that,0,negative
omo see fine babies damn come see as i dey landmark dey drool like mumu lol make i see whether my wife dey here shits cray,0,negative
i want them to share eb's trendinglimelight and besides it's fun,2,positive
eating waffles and watching g4 internet is out,0,negative
sitting in my trailer watchm youtue vids,2,positive
so apparently any girl i come across in abuja are either or years and they come dey make me feel like old girl i no know say na football age dem dey give me me i dey form honesty we go kill me,2,positive
needs to do todays exercise,0,negative
ohhhh no i cooked it from scratch enchiladas quesadillas tacos and nachos,2,positive
please lemme oh this bus for onitsha na die the front tires no get teeth e don wash finish,2,positive
i'm afraid to eat i might throw it up again,0,negative
that's what i'm talking bout eff the suxs cubs all day baby what part i lived in rogers park i miss it aweful,0,negative
these patients no gree come since oona when man wan go find food na him dem dey fall in e no fair na,2,positive
life in a useless country haha lols abeg make we go back abeg i no want make de shoot for lag ooooo lols,0,negative
we be like men for this life wey no fit relate but the don die,2,positive
i hear say na lasu old student write dat speech for cbn governor,1,neutral
a andy thank you,2,positive
in your option i have to take tha nice guy,2,positive
is too temperamental for her own good anyway will be watching 'the taking of pelham 1 2 3' with later,2,positive
internet is too slow,0,negative
baba god you sabi as e be for my heart oo abeg bless your boy,0,negative
small rain nepa will take light small swag sars will harass you small car people wont allow you rest small tweet sdz will sub you small sex twins don show which kain country be dis god,1,neutral
sao hm nay khng th follow back mi ngi c,0,negative
wants a slurpee but dunt have no money pooooooo anywho how is everyone,0,negative
oluwa wetin dey occur,1,neutral
yay ok first jon then the one of us,2,positive
got sunstroke bad good holidays thouu xd,0,negative
really does miss her man,0,negative
it was just a conversation that sparked up earlier and i was quite curious as to the general feeling about them,2,positive
leave your fathers house leave your fathers house okay now i enter market spent more than k na leather way no full na him i come back with which kind wahala bdis,2,positive
na my neck i take dey measure dis weight loss once its visibly long i will stop for now its still full,0,negative
work an awful lot of work to do today,0,negative
oluwa wetin dey validate,1,neutral
seeing as rice cost for market i just dey admire that bag of rice wey dey there god bless you for your support blessed is the man that giveth than the one that taketh may gods blessings and grace be upon you always,2,positive
nobody cares about grammar anymore,0,negative
how are you and sara been a while,2,positive
this naija sha the country no dey work yet you go speak english give some people dem go dey stress your already stressed life,2,positive
lmao person wey me dey beg to check his dm dey beg another person,2,positive
small thing dem don vex like those videos where you give dem small food too,2,positive
i read the document you sent,1,neutral
white knee high stillettoe boots at this hour of the morning she's fuckin' gagging for it as well,2,positive
open letter to my future husband dear hubby how are you today hope you doing great i still dey hustle dey go for the future i know there is too much tension around the world about the future abeg no kill yourself oooh there is something i will like to let you know,0,negative
im hearing some good things about owerri female students omo e be like sey na there i go do my masters oooo,0,negative
my fellow e be like say na so so battle we go dey fight till this season finish,1,neutral
e be like say this one dey ment you dey order drink on our date without my knowledge andn on my absent what if i couldnt make it down omo angel for heaven don use this one learn work already,2,positive
if you never download this jam i no no wetin you dey wait for sha joro joro joro joro you wan kill person when i say wizkid a legend just accept that fact wizzy number one fan of him or no fam i mean,2,positive
na we we,1,neutral
i had in jamb and or in post jamb walai god will punish unilorin they denied me admission i had to collect kamu and go to poly poly wey everything na gragra years and your result is shit dem go dey price you k thank god for tech,0,negative
i swear ehn staff una no fit make heaven oh you people took off the light as match wan start the thunder wey go fire una ehn e go come naked ni and i no buy fuel,2,positive
bakayoko neva still fit impress me for dis team yet defensive midfielder wen no dey impose himself na wetin dem dey call am,2,positive
and now it's monday thanks for following i love all saints cafe amp guess you are therefore only one county north of here,0,negative
love itif i would have known earlier you will be performing with britney on one stage i would go to uk tour,0,negative
na the work wey them dey do,1,neutral
going to sleep its 10 over her dang its early,2,positive
my stew burn on top say i won engage una post and still una go still dey air my posts experience nah good teacher,2,positive
i don catch you wetin you dey find here,2,positive
omo na this kind party wey i dey so i dey like minimum guys maximum babes dj wey sabi loud and strippers if i die like this i die a brokeass happy man,0,negative
i recommend because it's my company,2,positive
